E_ID,Name,Age,Department,Role,Employment Type,Contract Duration,Band,Exp Yrs,Tenure Yrs,Attendance(%),Leave,Tasks Assigned,Tasks Completed,Tasks Completion Rate(%),Task Quality Score,Goal Achievement(%),Manager Feedback,Teamwork Score,Leadership Score,Client Feedback,Communication,Overtime,Training Hours,Training Completion(%),Performance Score,Performance Category,Recommendation
E4335,Rupali Pandit,33,Customer Support,Support Analyst,Full-Time,Permanent,B3,7.5,2.7,97.4,3,31,26,83.87,82.21,78.03,72.99,63.86,64.23,78.88,63.31,10.5,15,59.57,76.99,Good,Incentive
E4336,Seeta Raina,35,Operations,Process Analyst,Full-Time,Permanent,B3,8.0,0.6,85.4,14,34,20,58.82,60.64,61.6,67.26,63.27,59.71,65.79,61.16,2.6,40,98.49,66.37,Average,Training
E4337,Sudheendra Sahu,43,Marketing,Marketing Executive,Full-Time,Permanent,B5,18.1,14.0,94.5,2,23,12,52.17,60.77,54.76,66.6,74.14,79.1,57.52,59.05,3.2,30,83.94,65.99,Average,Training
E4338,Gopi Soman,50,Operations,Process Analyst,Contract,24 Months,B4,10.3,4.3,81.7,6,25,20,80.0,71.59,79.45,83.21,80.59,70.09,74.31,80.28,4.8,25,72.26,78.21,Good,Incentive
E4339,Hitesh Chaudhari,34,Marketing,Marketing Analyst,Full-Time,Permanent,B4,10.5,0.2,92.0,7,33,21,63.64,69.56,70.68,66.3,70.94,62.83,65.94,61.19,5.4,10,47.22,68.68,Average,Training
E4340,Chandrakala Patwari,24,Operations,Operations Executive,Full-Time,Permanent,B1,1.3,0.5,96.4,1,39,31,79.49,81.4,76.75,72.75,81.12,60.05,76.21,75.92,6.7,20,77.14,78.78,Good,Incentive
E4341,Sameet Mohapatra,31,Operations,Operations Executive,Part-Time,6 Months,B3,8.8,0.5,96.2,5,42,31,73.81,66.33,71.42,74.03,79.45,70.33,69.33,64.89,18.1,10,47.69,73.02,Good,Training
E4342,Jayanti Maheshwari,44,Information Technology,Cloud Engineer,Full-Time,Permanent,B5,19.8,11.8,91.7,4,30,23,76.67,70.16,72.09,81.04,68.62,76.01,71.01,80.47,6.8,15,72.42,76.02,Good,Training
E4343,Marutanjali Puri,34,Information Technology,DevOps Engineer,Full-Time,Permanent,B4,9.0,1.3,78.9,21,15,9,60.0,73.33,67.82,67.52,69.26,56.74,70.29,72.68,0.0,25,75.52,68.88,Average,Training
E4344,Kripashankar Bind,44,Operations,Process Analyst,Full-Time,Permanent,B4,9.0,3.5,92.1,2,22,18,81.82,85.68,81.49,76.95,88.18,71.2,82.41,82.99,5.3,20,77.96,82.65,Excellent,Incentive
E4345,Darshan Tandon,41,Marketing,Marketing Executive,Part-Time,6 Months,B5,18.9,18.9,88.5,7,18,11,61.11,70.58,71.0,77.5,89.43,83.8,77.67,84.35,1.9,20,65.0,75.36,Good,Training
E4346,Kamini Kothari,25,Information Technology,System Administrator,Full-Time,Permanent,B2,2.7,0.1,81.8,8,24,15,62.5,64.7,67.24,69.41,68.07,55.95,70.09,63.44,2.1,30,70.32,67.55,Average,Training
E4347,Taruna Lakhotia,40,Information Technology,Cloud Engineer,Contract,6 Months,B5,16.5,7.4,92.7,10,16,11,68.75,73.4,74.11,74.24,72.11,70.98,73.56,71.12,8.7,30,83.16,75.0,Good,Training
E4348,Shambhu Mumukshu,40,Operations,Operations Executive,Full-Time,Permanent,B3,5.7,1.3,76.9,17,35,18,51.43,61.57,55.14,57.58,77.05,56.65,62.85,79.53,9.9,20,69.84,62.7,Average,Training
E4349,Krish Nautiyal,45,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,10.1,0.9,81.4,14,36,25,69.44,67.04,67.48,73.41,69.66,71.75,72.58,85.53,8.8,50,93.45,72.88,Good,Training
E4350,Akash Choudhuri,47,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,11.2,4.6,92.0,10,27,18,66.67,68.94,72.79,67.82,72.47,70.32,70.25,64.46,0.0,20,77.44,72.0,Good,Training
E4351,Juhi Kashyap,49,AI & Data Science,ML Engineer,Full-Time,Permanent,B5,25.3,0.9,92.3,7,15,13,86.67,86.55,82.93,84.95,83.88,90.18,76.17,66.88,2.3,50,90.38,84.96,Excellent,Incentive
E4352,Raghav Gurjar,47,Operations,Operations Executive,Full-Time,Permanent,B5,18.7,7.5,96.6,0,23,16,69.57,76.59,74.6,76.74,78.75,85.52,70.2,66.11,0.0,15,63.12,76.41,Good,Training
E4353,Vilas Chouhan,30,Marketing,Marketing Executive,Full-Time,Permanent,B2,3.7,1.7,96.2,5,35,25,71.43,65.83,71.08,77.56,82.09,67.35,77.32,88.49,8.7,10,43.8,74.56,Good,Training
E4354,Vicky Adarsh,52,Finance,Finance Executive,Contract,6 Months,B5,17.5,1.6,90.5,6,15,12,80.0,76.58,74.5,79.77,70.75,70.54,76.15,85.34,0.0,20,63.47,77.53,Good,Training
E4355,Neerja Swaraj,38,Information Technology,DevOps Engineer,Part-Time,6 Months,B5,16.0,7.3,91.0,3,38,25,65.79,63.8,62.5,64.92,59.54,77.71,66.07,65.86,4.4,25,78.04,67.99,Average,Training
E4356,Nityanand Tandon,43,Human Resources,HR Analyst,Full-Time,Permanent,B4,12.0,11.4,96.5,0,20,12,60.0,64.0,60.24,65.14,61.57,69.97,60.69,57.05,0.2,25,85.04,66.85,Average,Training
E4357,Devyani Kakkar,28,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,3.0,2.9,96.7,0,25,19,76.0,70.23,74.06,68.92,65.27,49.94,74.63,72.74,0.7,30,84.12,73.65,Good,Training
E4358,Dishita Pal,26,Human Resources,HR Executive,Full-Time,Permanent,B2,2.2,1.1,93.7,8,33,20,60.61,71.72,71.39,68.48,71.07,49.56,68.93,65.22,4.2,30,79.11,70.45,Good,Training
E4359,Shobha Mittal,33,Operations,Process Analyst,Full-Time,Permanent,B2,3.2,3.1,85.7,8,24,17,70.83,68.2,68.59,69.66,82.48,64.77,68.3,72.4,0.0,5,44.48,70.91,Good,Training
E4360,Meghna Tagore,43,Information Technology,System Administrator,Full-Time,Permanent,B5,18.9,13.5,94.5,9,23,15,65.22,70.45,73.59,72.53,63.95,66.76,71.94,63.25,6.0,15,66.81,71.55,Good,Training
E4361,Vinay Mukhopadhyay,49,Operations,Operations Manager,Full-Time,Permanent,B5,16.5,6.6,91.1,5,20,18,90.0,90.84,90.78,92.01,85.07,80.42,83.67,81.34,3.3,25,70.56,87.96,Excellent,Promotion
E4362,Arunita Sengupta,48,Operations,Process Analyst,Full-Time,Permanent,B4,14.6,10.8,70.8,15,22,9,40.91,44.52,50.45,53.02,60.12,71.54,56.03,76.71,0.0,40,76.17,55.45,Needs Improvement,PIP
E4363,Ram Gandhi,53,Human Resources,HR Analyst,Contract,24 Months,B3,8.9,5.1,90.5,4,20,17,85.0,75.63,83.42,70.71,73.93,63.38,80.11,82.21,0.9,15,56.0,77.74,Good,Incentive
E4364,Aradhana Shekhawat,28,AI & Data Science,Data Analyst,Contract,12 Months,B2,2.0,0.9,92.7,10,40,34,85.0,79.53,81.22,73.87,79.32,52.86,80.9,89.24,14.1,25,84.58,80.52,Excellent,Incentive
E4365,Deepak Nahar,29,AI & Data Science,ML Engineer,Contract,12 Months,B2,3.8,3.3,93.9,9,26,22,84.62,73.64,78.32,84.16,69.53,52.95,73.83,74.05,1.8,30,92.72,79.13,Good,Incentive
E4366,Vikrant Dhoundial,36,Marketing,Marketing Executive,Full-Time,Permanent,B4,12.9,9.4,87.8,6,40,22,55.0,69.5,63.3,70.07,72.63,64.1,67.46,67.12,7.9,25,63.72,67.84,Average,Training
E4367,Gargi Valmiki,31,Human Resources,HR Analyst,Full-Time,Permanent,B3,6.2,1.3,94.3,5,30,22,73.33,75.73,69.67,67.81,75.41,62.31,71.11,59.1,0.0,40,84.38,73.8,Good,Training
E4368,Himadri Gadkari,39,Operations,Operations Executive,Full-Time,Permanent,B3,7.4,5.9,81.1,8,48,34,70.83,76.96,78.79,83.17,78.24,58.03,74.74,77.92,14.1,20,59.98,75.93,Good,Incentive
E4369,Janardan Bhatia,28,Operations,Operations Manager,Full-Time,Permanent,B2,3.3,3.3,91.4,4,25,19,76.0,80.81,75.77,70.51,70.84,60.1,78.32,78.31,5.0,25,85.83,76.82,Good,Incentive
E4370,Deepmala Mukherjee,51,Operations,Process Analyst,Full-Time,Permanent,B4,14.3,12.7,90.7,2,37,30,81.08,74.19,73.42,74.37,66.87,65.27,72.51,70.2,0.0,20,64.23,74.83,Good,Training
E4371,Kartik Valmiki,47,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,23.2,13.2,71.5,13,33,10,30.3,40.0,42.67,59.24,61.02,74.3,48.98,58.8,17.5,25,71.43,51.76,Needs Improvement,PIP
E4372,Apurva Umrao,46,Operations,Operations Manager,Full-Time,Permanent,B4,13.4,6.1,91.9,3,20,16,80.0,72.89,79.19,67.63,75.34,77.29,74.67,61.5,0.0,15,47.92,74.75,Good,Training
E4373,Ranjan Scindia,38,Operations,Operations Manager,Full-Time,Permanent,B3,6.5,6.2,92.0,5,25,18,72.0,66.42,71.83,75.62,74.58,69.41,73.6,84.04,0.0,50,85.04,75.14,Good,Training
E4374,Dhara Shah,43,Customer Support,Support Executive,Full-Time,Permanent,B5,16.9,11.7,83.1,10,52,33,63.46,70.21,70.52,66.22,79.44,82.01,69.02,61.86,19.1,15,71.57,71.04,Good,Training
E4375,Karuna Kulkarni,50,Operations,Operations Executive,Full-Time,Permanent,B3,7.1,1.2,86.8,8,43,30,69.77,73.49,75.71,83.19,87.12,75.1,77.79,77.94,11.5,40,97.32,79.12,Good,Incentive
E4376,Kamya Sawant,50,Operations,Operations Executive,Full-Time,Permanent,B5,26.8,23.4,93.1,3,42,27,64.29,73.79,72.45,77.86,71.51,78.48,71.4,69.94,12.2,30,74.33,74.43,Good,Training
E4377,Shalini Sawant,29,Human Resources,HR Analyst,Full-Time,Permanent,B3,6.5,5.3,96.4,0,17,15,88.24,85.6,81.55,88.52,70.58,73.11,81.96,84.49,3.9,50,83.89,84.46,Excellent,Incentive
E4378,Mudrika Kothari,23,Customer Support,Support Executive,Full-Time,Permanent,B1,0.5,0.1,99.8,2,30,23,76.67,74.47,72.51,74.44,79.28,54.47,73.66,60.69,4.2,20,68.53,75.49,Good,Training
E4379,Ravinder Deol,53,Finance,Accountant,Full-Time,Permanent,B5,25.0,1.4,93.1,3,21,16,76.19,70.52,71.94,64.81,79.19,75.05,66.85,63.03,0.0,25,85.74,74.28,Good,Training
E4380,Vandana Kaul,37,Information Technology,Cloud Engineer,Full-Time,Permanent,B4,12.1,2.7,92.9,5,20,14,70.0,71.92,72.35,66.16,61.88,62.96,73.26,70.0,5.4,30,72.74,71.49,Good,Training
E4381,Sujal Vaidya,52,Sales,Sales Executive,Full-Time,Permanent,B5,24.3,16.5,82.9,12,40,28,70.0,78.92,72.07,71.93,67.25,78.07,73.49,71.41,16.9,15,58.4,73.02,Good,Training
E4382,Jyotsana Patel,33,AI & Data Science,Data Scientist,Full-Time,Permanent,B2,4.8,1.4,80.4,13,28,20,71.43,73.22,77.08,74.1,72.15,52.21,78.69,74.01,7.7,15,70.34,73.39,Good,Training
E4383,Adyashankar Prajapati,57,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B5,30.7,1.9,97.6,1,16,14,87.5,80.22,85.27,73.56,78.85,82.06,79.89,83.95,3.9,30,78.19,82.83,Excellent,Incentive
E4384,Dishita Tandon,40,Information Technology,System Administrator,Full-Time,Permanent,B5,17.9,15.8,83.5,7,46,32,69.57,75.86,73.1,71.49,64.51,72.89,73.99,78.85,7.9,5,36.27,71.4,Good,Training
E4385,Abhigyan Sisodia,46,Marketing,Marketing Executive,Full-Time,Permanent,B3,8.2,1.9,94.6,9,28,19,67.86,63.51,68.18,73.73,74.69,57.86,64.53,62.73,0.9,15,72.19,70.79,Good,Training
E4386,Manoj Sinha,34,Sales,Sales Executive,Full-Time,Permanent,B3,8.8,4.3,94.0,9,48,32,66.67,75.8,76.09,80.96,70.87,66.74,75.17,75.98,25.1,5,33.7,73.99,Good,Training
E4387,Shivshankar Shaw,53,Human Resources,HR Executive,Part-Time,12 Months,B5,26.4,12.3,81.2,7,32,21,65.62,61.02,67.99,62.15,64.64,73.06,72.03,79.82,13.6,30,74.28,68.06,Average,Training
E4388,Sohini Baghel,50,Operations,Operations Executive,Full-Time,Permanent,B5,18.1,14.4,84.7,15,24,17,70.83,71.36,75.54,83.05,83.72,76.66,70.84,68.88,0.0,40,79.86,76.77,Good,Incentive
E4389,Devendra Mahto,47,Customer Support,Support Analyst,Part-Time,6 Months,B5,21.7,20.6,78.1,25,45,29,64.44,70.76,70.52,74.78,81.44,80.34,76.03,77.57,16.6,10,56.73,72.56,Good,Training
E4390,Kishore Srivatsa,29,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B1,1.8,1.4,97.5,5,26,18,69.23,79.22,76.09,73.78,81.07,52.59,75.8,64.1,12.1,20,73.77,75.92,Good,Incentive
E4391,Satyaprakash Bhandari,46,Information Technology,DevOps Engineer,Full-Time,Permanent,B3,7.0,3.1,85.9,11,25,13,52.0,57.83,54.0,58.6,74.77,67.22,61.75,61.36,6.8,30,74.83,62.69,Average,Training
E4392,Nidhi Tata,31,Information Technology,System Administrator,Contract,6 Months,B3,6.4,5.5,93.6,4,40,33,82.5,71.5,77.37,67.23,61.7,56.42,73.66,61.74,18.2,10,42.66,72.04,Good,Training
E4393,Vandana Shastri,51,Marketing,Marketing Executive,Full-Time,Permanent,B5,22.1,15.7,97.1,5,25,16,64.0,65.29,66.34,76.78,80.92,76.85,65.0,71.65,0.0,30,70.51,72.86,Good,Training
E4394,Nandu Dutt,27,Operations,Process Analyst,Full-Time,Permanent,B1,1.9,0.1,97.2,0,34,25,73.53,68.06,74.43,80.22,65.83,58.84,69.55,77.44,13.9,25,82.64,75.16,Good,Training
E4395,Bhupendra Kedia,48,Information Technology,Software Engineer,Full-Time,Permanent,B5,23.8,23.6,85.2,7,24,17,70.83,78.38,76.95,69.81,81.89,81.74,72.56,67.62,0.0,20,69.27,75.66,Good,Training
E4396,Sohan Mazumdar,51,Operations,Operations Executive,Full-Time,Permanent,B4,10.2,9.0,91.5,4,45,34,75.56,80.75,76.85,79.95,68.6,74.69,79.16,72.77,16.1,30,77.83,78.2,Good,Incentive
E4397,Archana Unadkat,29,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,4.8,1.9,93.8,5,28,21,75.0,67.7,69.71,75.73,73.41,56.2,72.12,75.95,5.6,40,87.85,74.55,Good,Training
E4398,Kajal Mazumdar,40,Customer Support,Support Executive,Full-Time,Permanent,B3,7.2,2.1,74.5,17,27,17,62.96,73.8,65.09,64.53,76.21,58.93,64.48,58.63,8.6,10,55.8,66.92,Average,PIP
E4399,Gautam More,23,Operations,Operations Manager,Full-Time,Permanent,B1,0.7,0.2,94.9,6,19,15,78.95,79.38,80.44,83.38,88.25,61.24,77.82,90.56,0.0,25,81.84,82.21,Excellent,Incentive
E4400,Pritika Sen,57,Marketing,Marketing Analyst,Full-Time,Permanent,B5,18.8,13.0,97.5,4,22,17,77.27,83.68,80.45,85.82,85.16,82.69,81.86,92.18,9.3,30,86.86,84.53,Excellent,Incentive
E4401,Gajendra Shukla,48,Finance,Financial Analyst,Contract,12 Months,B4,9.0,7.4,90.7,2,32,27,84.38,84.14,82.0,81.68,82.62,65.94,78.71,72.5,8.0,20,77.51,81.9,Excellent,Incentive
E4402,Kaushik Gurjar,30,Operations,Operations Manager,Full-Time,Permanent,B2,3.3,2.9,97.1,6,21,15,71.43,79.08,76.15,73.33,82.56,59.18,81.12,87.48,0.3,15,49.34,76.82,Good,Incentive
E4403,Srishti Dalal,38,AI & Data Science,Data Scientist,Contract,24 Months,B5,15.3,12.5,93.0,2,26,17,65.38,71.25,65.37,78.85,83.09,83.25,68.08,70.52,0.8,30,92.5,75.45,Good,Training
E4404,Bheeshma Bishnoi,54,Operations,Process Analyst,Full-Time,Permanent,B4,10.1,8.0,97.1,5,37,27,72.97,67.25,74.4,67.47,66.84,57.98,70.18,78.15,6.7,5,44.22,71.23,Good,Training
E4405,Avinash Chandrachud,36,Sales,Sales Executive,Full-Time,Permanent,B3,5.2,4.0,86.7,6,41,27,65.85,75.49,66.5,73.5,58.77,55.2,70.0,59.43,2.1,25,76.62,69.81,Average,Training
E4406,Manisha Choudhuri,48,AI & Data Science,Data Analyst,Contract,24 Months,B5,16.6,2.3,94.9,10,27,24,88.89,88.55,83.95,74.57,71.8,73.9,77.51,67.6,6.8,25,64.11,81.22,Excellent,Incentive
E4407,Devika Jaiswal,27,Information Technology,Software Engineer,Full-Time,Permanent,B2,2.7,1.0,96.8,7,27,26,96.3,84.22,91.39,83.0,89.29,69.31,89.59,88.0,5.8,30,70.76,87.73,Excellent,Incentive
E4408,Shashinath Khera,38,Sales,Sales Executive,Contract,24 Months,B3,8.0,6.0,97.1,8,32,26,81.25,86.41,80.1,87.47,71.38,74.96,82.18,75.55,4.5,15,64.4,81.99,Excellent,Incentive
E4409,Rajnath Lohia,33,Human Resources,HR Analyst,Full-Time,Permanent,B3,7.1,6.3,97.0,2,30,26,86.67,79.59,86.04,85.6,78.04,64.95,79.39,84.69,2.8,30,74.56,83.37,Excellent,Incentive
E4410,Raghav Rawal,47,Finance,Finance Executive,Part-Time,12 Months,B3,6.4,3.1,90.6,3,21,12,57.14,59.94,58.68,61.27,68.46,52.82,61.3,70.64,6.9,25,76.09,64.5,Average,Training
E4411,Devbrat Thackeray,46,AI & Data Science,Data Analyst,Full-Time,Permanent,B3,8.6,7.1,78.4,24,41,27,65.85,72.09,68.67,73.48,78.06,67.72,70.41,63.96,4.7,10,58.4,70.68,Good,Training
E4412,Shantanu Dabral,25,Information Technology,Software Engineer,Contract,12 Months,B1,1.9,0.9,94.1,5,34,26,76.47,75.64,79.44,75.26,81.84,60.63,77.78,75.55,8.8,15,65.08,77.57,Good,Incentive
E4413,Mahavir Patnaik,49,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,19.4,12.7,76.2,16,38,23,60.53,59.65,66.26,60.12,69.39,81.61,70.02,71.4,10.0,30,89.85,67.19,Average,Training
E4414,Sukritika Chaturvedi,37,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B4,12.3,0.4,94.0,3,40,31,77.5,84.76,77.76,74.01,84.44,77.38,82.8,82.52,10.3,25,71.04,80.64,Excellent,Incentive
E4415,Pushpa Maheshwari,50,Operations,Process Analyst,Full-Time,Permanent,B5,22.8,3.7,69.6,15,37,23,62.16,61.06,60.33,60.78,64.8,72.33,64.62,81.18,10.7,5,40.57,63.02,Average,PIP
E4416,Anupriya Bajaj,55,Sales,Business Development Executive,Full-Time,Permanent,B4,14.6,8.0,80.9,14,27,17,62.96,68.98,71.02,66.69,73.01,67.32,69.49,80.47,0.0,50,79.51,70.68,Good,Training
E4417,Snigdha Purohit,30,Human Resources,HR Analyst,Full-Time,Permanent,B2,2.9,2.5,92.4,10,18,14,77.78,74.82,75.79,71.45,84.63,59.64,75.09,87.58,0.0,5,53.4,76.46,Good,Incentive
E4418,Lalit Mumukshu,23,AI & Data Science,Data Analyst,Full-Time,Permanent,B1,0.4,0.2,83.8,11,38,23,60.53,68.64,69.94,79.93,75.93,50.72,71.94,84.1,1.7,40,90.99,72.72,Good,Training
E4419,Gagandeep Saha,29,Human Resources,HR Analyst,Part-Time,12 Months,B2,2.8,2.8,88.9,10,28,16,57.14,71.55,66.18,66.29,57.29,57.29,69.65,57.86,4.8,20,63.41,66.2,Average,Training
E4420,Yashvi Raj,35,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,12.2,12.1,97.4,8,35,22,62.86,60.87,61.65,65.01,77.52,67.73,67.79,76.38,0.0,25,63.37,68.81,Average,Training
E4421,Parthivi Ghoshal,37,Information Technology,System Administrator,Full-Time,Permanent,B3,5.0,0.8,71.8,17,42,24,57.14,56.86,65.26,58.79,73.21,63.12,61.72,67.16,6.3,15,54.3,62.52,Average,PIP
E4422,Hanuman Gupta,57,Customer Support,Support Analyst,Full-Time,Permanent,B4,14.4,13.4,93.6,10,40,26,65.0,64.61,68.32,67.54,84.22,66.3,73.37,76.14,11.8,15,50.09,70.9,Good,Training
E4423,Sagarika Bhati,38,Information Technology,Software Engineer,Full-Time,Permanent,B4,12.8,2.5,81.5,14,16,11,68.75,79.5,70.38,70.37,74.1,72.74,77.57,79.46,0.0,40,88.74,74.84,Good,Training
E4424,Priyadarshini Srivastava,45,Information Technology,Software Engineer,Full-Time,Permanent,B5,21.1,17.5,84.1,11,21,13,61.9,73.05,69.09,63.77,80.71,82.05,71.18,83.69,2.0,20,58.63,71.43,Good,Training
E4425,Varsha Deo,36,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B2,4.9,0.2,94.1,6,23,11,47.83,64.52,60.16,70.03,62.97,56.4,61.86,60.01,0.0,40,84.0,65.2,Average,Training
E4426,Pratap Kushwaha,52,Marketing,Marketing Executive,Full-Time,Permanent,B5,21.9,17.4,94.8,5,34,28,82.35,72.87,74.41,72.49,68.73,79.66,71.44,68.42,9.5,40,75.08,76.4,Good,Training
E4427,Shailendra Som,49,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,26.7,22.7,90.2,7,25,17,68.0,69.24,68.61,73.52,66.39,74.46,69.0,71.78,0.0,20,58.89,71.27,Good,Training
E4428,Jeetesh Jahagirdar,28,Finance,Financial Analyst,Full-Time,Permanent,B2,4.5,4.1,83.7,10,19,15,78.95,78.01,78.38,80.33,73.35,69.52,79.41,87.4,0.0,25,73.06,78.53,Good,Incentive
E4429,Dheeraj Chakraborty,40,Information Technology,System Administrator,Full-Time,Permanent,B2,4.9,2.6,93.3,6,41,34,82.93,75.83,82.18,81.04,75.89,64.47,78.98,76.78,20.3,15,71.48,79.8,Good,Incentive
E4430,Nityanand Sonkar,42,Finance,Finance Executive,Full-Time,Permanent,B4,10.4,1.9,90.0,3,18,14,77.78,76.7,76.57,83.08,84.82,67.93,78.52,74.78,0.0,25,72.36,79.28,Good,Incentive
E4431,Garima Deo,51,Sales,Business Development Executive,Full-Time,Permanent,B5,20.4,1.5,83.4,10,34,21,61.76,58.67,66.38,74.05,73.83,80.99,67.13,66.2,9.2,15,52.74,68.2,Average,Training
E4432,Sonam Singhaniya,44,Sales,Business Development Executive,Full-Time,Permanent,B5,18.3,16.0,80.6,11,23,14,60.87,59.58,64.06,74.94,66.89,75.11,69.76,83.4,0.0,20,69.18,68.54,Average,Training
E4433,Sharad Baghel,51,Finance,Financial Analyst,Contract,6 Months,B4,14.9,7.5,85.5,8,21,20,95.24,80.44,90.14,77.69,89.72,70.11,82.15,88.29,4.8,10,61.29,84.14,Excellent,Incentive
E4434,Sudevi Dixit,35,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,11.8,0.6,90.5,4,35,28,80.0,78.53,78.19,73.54,80.24,73.37,76.96,87.86,0.0,25,83.78,79.71,Good,Incentive
E4435,Sukritika Jindal,46,Marketing,Marketing Analyst,Full-Time,Permanent,B4,13.1,11.9,94.6,10,23,13,56.52,62.29,64.72,76.34,80.58,67.88,63.61,70.01,0.9,25,83.7,70.76,Good,Training
E4436,Amber Mondal,35,AI & Data Science,ML Engineer,Full-Time,Permanent,B3,7.3,1.4,96.2,5,18,16,88.89,84.34,79.59,83.9,87.22,75.42,81.21,72.04,0.0,15,59.51,83.26,Excellent,Incentive
E4437,Suryaprakash Lakhotia,29,AI & Data Science,Data Scientist,Part-Time,6 Months,B1,1.9,1.9,80.3,14,31,18,58.06,71.95,70.73,81.25,77.16,63.66,73.44,82.39,0.0,40,88.62,73.45,Good,Training
E4438,Amish Mittal,36,Marketing,Marketing Executive,Part-Time,12 Months,B3,8.5,6.8,70.5,16,23,10,43.48,54.07,53.66,58.86,75.51,57.76,57.2,70.97,0.0,50,91.02,59.96,Needs Improvement,PIP
E4439,Menaka Gambhir,39,Finance,Financial Analyst,Contract,6 Months,B4,13.3,1.4,87.0,7,29,20,68.97,66.89,64.8,65.64,69.99,68.51,66.68,58.43,3.4,30,72.11,68.93,Average,Training
E4440,Tanvi Shekhawat,51,Operations,Operations Manager,Contract,12 Months,B5,20.4,19.9,96.8,8,25,16,64.0,67.48,65.34,69.34,81.92,77.17,65.88,69.89,3.4,30,77.0,72.29,Good,Training
E4441,Srishti Nautiyal,23,Sales,Sales Executive,Full-Time,Permanent,B1,0.4,0.0,82.2,15,49,26,53.06,55.5,61.5,60.71,67.72,47.43,60.67,55.08,12.7,30,72.22,61.38,Average,Training
E4442,Vanshika Modi,26,Sales,Account Manager,Full-Time,Permanent,B1,1.8,1.8,90.7,7,26,19,73.08,65.82,67.82,72.24,80.08,50.55,69.74,78.42,0.0,10,53.51,71.53,Good,Training
E4443,Alka Bhadauria,55,Operations,Process Analyst,Full-Time,Permanent,B4,12.1,2.0,93.9,7,32,25,78.12,85.47,75.45,81.05,82.8,74.32,83.72,89.52,9.2,10,54.99,80.81,Excellent,Incentive
E4444,Mandavi Ahir,25,Sales,Account Manager,Contract,24 Months,B2,2.3,2.0,71.6,25,22,14,63.64,72.86,70.8,65.54,60.3,45.2,73.54,69.15,0.3,25,84.76,67.75,Average,PIP
E4445,Kamini Patwari,37,Marketing,Marketing Executive,Full-Time,Permanent,B3,5.6,3.9,69.4,10,28,16,57.14,64.02,66.68,76.45,78.73,61.44,67.41,79.51,7.4,25,80.55,68.9,Average,PIP
E4446,Natasha Wahal,38,Operations,Operations Manager,Full-Time,Permanent,B4,13.5,13.0,66.8,17,24,9,37.5,49.54,51.09,55.23,72.67,58.12,55.74,71.37,0.0,30,94.56,56.94,Needs Improvement,PIP
E4447,Amitabh Athawale,51,Customer Support,Support Executive,Full-Time,Permanent,B5,28.9,15.7,92.0,4,34,23,67.65,77.31,74.03,81.42,82.69,89.34,77.51,77.09,8.4,25,67.85,78.12,Good,Training
E4448,Paritosh Dey,28,Customer Support,Support Executive,Full-Time,Permanent,B2,3.7,0.5,76.6,19,49,42,85.71,77.42,79.64,76.61,70.08,67.61,76.37,75.66,14.0,40,94.32,78.27,Good,Incentive
E4449,Chandan Yadav,44,Finance,Accountant,Full-Time,Permanent,B3,6.6,4.9,85.1,11,32,17,53.12,53.69,55.55,59.98,81.0,58.48,60.58,77.98,9.9,30,86.12,64.12,Average,Training
E4450,Bheeshma Rai,39,Information Technology,Cloud Engineer,Full-Time,Permanent,B3,6.9,5.0,73.4,16,33,23,69.7,69.88,66.96,67.55,64.31,55.12,69.3,66.32,13.0,10,61.68,67.51,Average,PIP
E4451,Swaraj Menon,33,Operations,Operations Manager,Full-Time,Permanent,B2,4.2,2.1,90.9,3,16,10,62.5,73.45,65.09,73.45,79.23,52.89,69.76,71.68,4.0,30,83.74,72.09,Good,Training
E4452,Shriram Srivastava,27,Finance,Finance Executive,Full-Time,Permanent,B2,4.3,1.5,99.2,6,25,21,84.0,85.23,86.72,73.61,85.76,60.34,86.25,82.46,2.0,25,81.64,83.46,Excellent,Incentive
E4453,Bunty Marandi,43,AI & Data Science,ML Engineer,Full-Time,Permanent,B5,15.2,3.5,83.7,13,23,12,52.17,52.97,61.83,70.02,71.49,79.2,64.93,79.65,1.8,25,78.72,66.19,Average,Training
E4454,Santanika Kher,42,Customer Support,Support Analyst,Full-Time,Permanent,B4,11.1,0.9,87.3,5,41,29,70.73,64.78,66.62,65.13,63.68,68.27,66.85,65.06,12.8,10,58.79,68.14,Average,Training
E4455,Anjana Kedia,35,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,9.6,3.9,91.8,6,33,24,72.73,70.12,72.05,67.05,63.97,67.96,68.75,70.47,6.7,40,94.09,72.93,Good,Training
